Timestamp,Value
1730122926.3142867,1354
1730122926.4417286,1354
1730122926.5661604,1354
1730122926.710661,1354
1730122926.8360932,1354
1730122926.9620488,1354
1730122927.0914977,1354
1730122927.2209468,1354
1730122927.344374,1354
1730122927.4708126,1354
1730122927.5972507,1354
1730122927.7256958,1354
1730122927.856146,1354
1730122927.9795737,1354
1730122928.1050067,1354
1730122928.233452,1354
1730122928.3598902,1354
1730122928.4893386,1354
1730122928.6167805,1354
1730122928.759275,1354
1730122928.8862486,1354
1730122929.0116832,1354
1730122929.141659,1354
1730122929.2660904,1354
1730122929.3950548,1354
1730122929.5224962,1354
1730122929.6479306,1354
1730122929.7773795,1354
1730122929.9058228,1354
1730122930.0342684,1354
1730122930.160218,1354
1730122930.2886636,1354
1730122930.4171085,1354
1730122930.5415404,1354
1730122930.6880481,1354
1730122930.7999644,1354
1730122930.927406,1354
1730122931.0739138,1354
1730122931.1983452,1631
1730122931.32378,1760
1730122931.4492145,1760
1730122931.579667,1760
1730122931.7061052,1861
1730122931.8320801,1861
1730122931.9620492,1861
1730122932.0890074,1861
1730122932.2174532,1861
1730122932.3438911,1861
1730122932.4683225,1861
1730122932.5967674,1861
1730122932.7232058,1861
1730122932.8511806,1861
1730122932.9796255,1861
1730122933.1060643,1861
1730122933.232502,1356
1730122933.3569336,1356
1730122933.4853785,1356
1730122933.6108134,1356
1730122933.7402618,1356
1730122933.8642237,1356
1730122933.976613,1356
1730122934.1025553,1356
1730122934.2269871,1356
1730122934.351418,1356
1730122934.4638069,1356
1730122934.5912495,1356
1730122934.7022352,1356
1730122934.8281975,1356
1730122934.9395835,1356
1730122935.068029,1356
1730122935.1804175,1356
1730122935.3088634,1356
1730122935.425267,1356
1730122935.5557194,1356
1730122935.6801507,1356
1730122935.803104,1356
1730122935.933556,1356
1730122936.0609975,1356
1730122936.1859403,1356
1730122936.3163922,1356
1730122936.4448378,1356
1730122936.571276,1356
1730122936.699721,1356
1730122936.8251538,1356
1730122936.9501052,1356
1730122937.0805578,1356
1730122937.2069957,1356
1730122937.3374481,1356
1730122937.4775534,1356
1730122937.604495,1356
1730122937.7339444,1356
1730122937.8623896,1356
1730122937.9888275,1356
1730122938.1157956,1356
1730122938.2452438,1356
1730122938.3736894,1356
1730122938.4981205,1356
1730122938.625563,1356
1730122938.7550108,1356
1730122938.8834538,1356
1730122939.0259478,1356
1730122939.1539028,1356
1730122939.2803407,1356
1730122939.4073002,1356
1730122939.5317328,1356
1730122939.6591735,1381
1730122939.7866151,1642
1730122939.910641,1751
1730122940.0410926,1751
1730122940.1650434,1849
1730122940.2914815,1854
1730122940.4219334,1854
1730122940.5483716,1854
1730122940.6718,1854
1730122940.7992418,1854
1730122940.9256797,1854
1730122941.0561316,1854
1730122941.186584,1854
1730122941.3110156,1854
1730122941.4434748,1854
1730122941.5819545,1854
1730122941.7114036,1356
1730122941.8365905,1356
1730122941.9640598,1356
1730122942.094034,1356
1730122942.2204723,1356
1730122942.346911,1356
1730122942.4763596,1356
1730122942.6038015,1356
1730122942.7302392,1356
1730122942.8576796,1356
1730122942.9831142,1356
1730122943.111559,1356
1730122943.2507584,1356
1730122943.379203,1356
1730122943.5046377,1356
1730122943.617027,1356
1730122943.743466,1356
1730122943.8698308,1356
1730122944.0143325,1356
1730122944.139807,1356
1730122944.264238,1356
1730122944.3946898,1356
1730122944.5211287,1356
1730122944.6495733,1356
1730122944.7880547,1356
1730122944.899971,1356
1730122945.030423,1356
1730122945.1568618,1356
1730122945.2832997,1356
1730122945.4117446,1356
1730122945.5411932,1356
1730122945.6666286,1356
1730122945.7946231,1356
1730122945.9210613,1356
1730122946.051514,1356
1730122946.1757889,1356
1730122946.3002205,1356
1730122946.4306722,1356
1730122946.5591173,1356
1730122946.7036185,1356
1730122946.8275836,1356
1730122946.9555438,1356
1730122947.0799744,1356
1730122947.20842,1356
1730122947.335862,1356
1730122947.4652402,1356
1730122947.5936852,1356
1730122947.7181165,1356
1730122947.846562,1356
1730122947.9750068,1356
1730122948.105979,1356
1730122948.2314136,1556
1730122948.357852,1622
1730122948.4862971,1640
1730122948.6146123,1640
1730122948.7410507,1733
1730122948.8704994,1733
1730122948.995934,1733
1730122949.1218867,1733
1730122949.2463183,1733
1730122949.3722818,1733
1730122949.498721,1733
1730122949.627166,1733
1730122949.7576182,1733
1730122949.8840535,1733
1730122950.014505,1733
1730122950.153498,1733
1730122950.2809393,1356
1730122950.4073782,1356
1730122950.5338159,1356
1730122950.6632652,1356
1730122950.7876964,1356
1730122950.9149072,1356
1730122951.042349,1356
1730122951.171798,1356
1730122951.298236,1356
1730122951.4106264,1356
1730122951.5751953,1356
1730122951.6976204,1356
1730122951.8100078,1356
1730122951.9379728,1356
1730122952.0664175,1356
1730122952.1923625,1356
1730122952.3188014,1356
1730122952.4512599,1356
1730122952.5776985,1356
1730122952.708151,1356
1730122952.832579,1356
1730122952.9640348,1356
1730122953.0904727,1356
1730122953.2179143,1356
1730122953.363419,1356
1730122953.472798,1356
1730122953.615292,1356
1730122953.745744,1356
1730122953.871176,1356
1730122953.9966109,1356
1730122954.1265755,1356
1730122954.253014,1356
1730122954.3814588,1356
1730122954.507898,1356
1730122954.6383498,1356
1730122954.7647882,1356
1730122954.894467,1356
1730122955.0209053,1356
1730122955.1503537,1356
1730122955.2777953,1356
1730122955.4082475,1356
1730122955.5500748,1356
1730122955.676513,1356
