Timestamp,Value
1728957529.039937,951
1728957529.1626742,951
1728957529.2911193,951
1728957529.418561,960
1728957529.5449996,1078
1728957529.6708171,1104
1728957529.7832057,1172
1728957529.9086936,1165
1728957530.0371385,1199
1728957530.16458,1199
1728957530.2910185,1199
1728957530.4024045,1199
1728957530.5298457,1161
1728957530.6538107,1161
1728957530.7651968,1187
1728957530.8921998,1187
1728957531.0045896,1187
1728957531.1169791,1187
1728957531.2283654,1187
1728957531.355807,1187
1728957531.4681962,1167
1728957531.595638,1167
1728957531.708027,1167
1728957531.834999,1173
1728957531.963444,1172
1728957532.0908856,1172
1728957532.2183273,1172
1728957532.3447657,1180
1728957532.47321,1180
1728957532.6026597,1180
1728957532.7286253,1172
1728957532.8566196,1170
1728957532.9850645,1180
1728957533.0954473,1180
1728957533.2078366,1180
1728957533.3362818,1180
1728957533.458706,1190
1728957533.5821335,1178
1728957533.7095757,1162
1728957533.8360136,1162
1728957533.9599762,1160
1728957534.071362,1158
1728957534.1837516,1156
1728957534.2951372,1156
1728957534.4225793,1156
1728957534.5329623,1156
1728957534.6594,1160
1728957534.7833703,1164
1728957534.900307,1162
1728957535.0297546,1176
1728957535.1501713,1176
1728957535.2796211,1178
1728957535.403599,1164
1728957535.5300376,1164
1728957535.6594865,1162
1728957535.786928,1162
1728957535.9134429,1162
1728957536.0408838,1162
1728957536.169329,1162
1728957536.296771,1162
1728957536.4262197,1162
1728957536.5596828,1162
1728957536.6976936,1168
1728957536.8421936,1168
1728957536.9842205,1168
1728957537.1066453,1174
1728957537.2360983,1164
1728957537.363535,1164
1728957537.4739625,1164
1728957537.6029854,1164
1728957537.728421,1164
1728957537.8558626,1164
1728957537.9707892,1164
1728957538.0962236,1164
1728957538.2076097,1164
1728957538.3370583,1164
1728957538.4644997,1164
1728957538.5919416,1164
1728957538.7179012,1166
1728957538.8463454,1170
1728957538.9567788,1174
1728957539.08121,1174
1728957539.1925962,1174
1728957539.3190346,1174
1728957539.4314232,1174
1728957539.5418067,1174
1728957539.6531923,1170
1728957539.7665854,1170
1728957539.8789687,1170
1728957540.0029306,1170
1728957540.132379,1174
1728957540.2608247,1174
1728957540.3892696,1174
1728957540.5116937,1174
1728957540.6371286,1172
1728957540.7640874,1172
1728957540.8764775,1174
1728957540.9863844,1170
1728957541.1138263,1170
1728957541.2282226,1170
1728957541.3546607,1170
1728957541.4670506,1174
1728957541.5794394,1174
1728957541.7068815,1174
1728957541.819271,1184
1728957541.9462464,1180
1728957542.070678,1170
1728957542.199123,1170
1728957542.3235548,1170
1728957542.4349403,1170
1728957542.5603752,1170
1728957542.6848063,1190
1728957542.8087623,1198
1728957542.9216776,1190
1728957543.0481157,1190
1728957543.160505,1190
1728957543.2889502,1190
1728957543.4173954,1190
1728957543.5277784,1190
1728957543.6542168,1190
1728957543.7676094,1190
1728957543.8950515,1190
1728957544.0220208,1192
1728957544.1494625,1196
1728957544.2779083,1196
1728957544.4093637,1196
1728957544.5347986,1198
1728957544.658226,1182
1728957544.7801664,1198
1728957544.904122,1190
1728957545.0300875,1196
1728957545.1595354,1188
1728957545.2859743,1188
1728957545.4139483,1192
1728957545.5433977,1192
1728957545.6698356,1192
1728957545.7962742,1192
1728957545.9247193,1196
1728957546.0537024,1196
1728957546.17713,1196
1728957546.3065784,1196
1728957546.4330163,1196
1728957546.5597422,1196
1728957546.6901944,1196
1728957546.819153,1196
1728957546.947174,1196
1728957547.0856538,1194
1728957547.2120924,1174
1728957547.339534,1174
1728957547.4499166,1174
1728957547.5773585,1174
1728957547.6907518,1174
1728957547.802138,1174
1728957547.9155307,1174
1728957548.0424995,1174
1728957548.1699414,1174
1728957548.282331,1180
1728957548.4107761,1180
1728957548.5401828,1176
1728957548.6656175,1176
1728957548.792575,1176
1728957548.921021,1176
1728957549.049507,1176
1728957549.1749415,1180
1728957549.3003762,1178
1728957549.4248073,1190
1728957549.548235,1190
1728957549.6786876,1186
1728957549.8171678,1190
1728957549.9441361,1190
1728957550.0755913,1172
1728957550.1990204,1172
1728957550.3124135,1172
1728957550.4258058,1172
1728957550.551241,1172
1728957550.6776786,1172
1728957550.8061242,1174
1728957550.9335654,1174
1728957551.0610068,1174
1728957551.173397,1174
1728957551.3018422,1174
1728957551.4272764,1174
1728957551.5557215,1174
1728957551.6841667,1174
1728957551.7955527,1174
1728957551.9229949,1174
1728957552.050436,1174
1728957552.1628263,1174
1728957552.2762187,1174
1728957552.402657,1180
1728957552.5311022,1176
1728957552.655534,1176
1728957552.777958,1198
1728957552.9023895,1200
1728957553.0278242,1188
1728957553.154262,1192
1728957553.2656486,1196
1728957553.3930902,1194
1728957553.520533,1192
1728957553.6459668,1192
1728957553.7734075,1192
1728957553.885798,1192
1728957554.0132391,1194
1728957554.1416845,1198
1728957554.2681224,1198
1728957554.3955646,1198
1728957554.5209994,1200
1728957554.6494448,1196
1728957554.7628374,1196
1728957554.8902788,1196
1728957555.0012164,1196
1728957555.1136057,1196
1728957555.2290058,1200
1728957555.370496,1200
1728957555.507491,1200
1728957555.6329257,1194
1728957555.7643807,1194
1728957555.8938298,1192
1728957556.0188155,1202
1728957556.146257,1194
1728957556.2747018,1194
1728957556.402144,1194
1728957556.5295858,1194
1728957556.6570275,1192
1728957556.788007,1192
1728957556.9174552,1192
1728957557.0414135,1192
1728957557.1708632,1192
1728957557.3003109,1196
1728957557.4267492,1192
1728957557.5551946,1192
1728957557.682636,1192
1728957557.8140924,1192
1728957557.954579,1192
1728957558.073525,1198
1728957558.1899283,1202
1728957558.3163657,1202
1728957558.4428046,1196
1728957558.5672355,1194
1728957558.6946774,1194
1728957558.8226535,1194
1728957558.9500947,1196
1728957559.0766275,1219
1728957559.191024,1219
1728957559.3154547,1219
1728957559.4278448,1213
1728957559.554283,1213
1728957559.667676,1213
1728957559.7790623,1207
1728957559.8909738,1183
1728957560.0169427,1183
1728957560.1293323,1183
1728957560.256774,1183
1728957560.3691041,1183
1728957560.4960938,1183
1728957560.6064768,1183
1728957560.7359254,1173
1728957560.8628929,1183
1728957560.9933443,1183
1728957561.120337,1183
1728957561.2477784,1183
1728957561.3762236,1183
1728957561.502662,1183
1728957561.630103,1183
1728957561.7585485,1183
1728957561.8839834,1183
1728957562.0099483,1183
1728957562.1373894,1183
1728957562.2668388,1183
1728957562.3942802,1185
1728957562.520718,1185
