Timestamp,Value
1728957529.039937,16
1728957529.1837468,24
1728957529.3111887,3
1728957529.4326096,6
1728957529.5595994,6
1728957529.6888797,4
1728957529.8148508,3
1728957529.9418082,12
1728957530.0682466,12
1728957530.1956882,15
1728957530.3231292,13
1728957530.4505715,16
1728957530.5780132,17
1728957530.7029815,17
1728957530.8319912,15
1728957530.9564233,14
1728957531.0688126,15
1728957531.1982608,15
1728957531.3257027,12
1728957531.4531438,16
1728957531.580586,17
1728957531.7060206,17
1728957531.8370056,15
1728957531.961437,17
1728957532.092893,14
1728957532.2203345,14
1728957532.3487794,13
1728957532.4752173,20
1728957532.601656,14
1728957532.7306323,14
1728957532.8586266,14
1728957532.983058,16
1728957533.111503,14
1728957533.2409518,14
1728957533.365383,13
1728957533.4888108,16
1728957533.6142452,17
1728957533.7406836,17
1728957533.8656492,15
1728957533.9910843,16
1728957534.1205325,17
1728957534.2479744,17
1728957534.3784266,17
1728957534.5048647,15
1728957534.631303,15
1728957534.7542691,16
1728957534.8837183,16
1728957535.0126946,15
1728957535.1391335,18
1728957535.277614,17
1728957535.4046028,17
1728957535.532045,14
1728957535.6574793,17
1728957535.784921,18
1728957535.9124393,18
1728957536.0388768,17
1728957536.1713355,20
1728957536.294764,8
1728957536.4232087,8
1728957536.5626926,8
1728957536.6997,9
1728957536.8421936,12
1728957536.9661582,13
1728957537.090589,13
1728957537.2029788,10
1728957537.331424,6
1728957537.4588656,6
1728957537.5698714,6
1728957537.698316,8
1728957537.8247547,9
1728957537.9517229,18
1728957538.0811715,18
1728957538.2106202,17
1728957538.3350515,16
1728957538.4655035,17
1728957538.5939484,17
1728957538.7369666,36
1728957538.8634048,43
1728957538.9868858,41
1728957539.1123178,41
1728957539.2417665,38
1728957539.3672013,40
1728957539.4956462,38
1728957539.6220846,38
1728957539.749526,47
1728957539.880976,39
1728957540.0069444,40
1728957540.1343858,45
1728957540.257814,45
1728957540.387262,35
1728957540.515708,41
1728957540.6551912,47
1728957540.7811468,47
1728957540.9091167,37
1728957541.0335479,45
1728957541.1459374,44
1728957541.275386,44
1728957541.4018245,39
1728957541.5312731,44
1728957541.661725,40
1728957541.7871592,40
1728957541.8985457,41
1728957542.0255208,54
1728957542.1499522,54
1728957542.278398,55
1728957542.4038332,40
1728957542.5322776,38
1728957542.652695,38
1728957542.7786584,46
1728957542.8900445,51
1728957542.9999483,46
1728957543.1123385,46
1728957543.2257316,34
1728957543.3371174,45
1728957543.4495068,45
1728957543.5598888,44
1728957543.6702712,44
1728957543.7826614,39
1728957543.8970578,41
1728957544.0240273,41
1728957544.1514697,43
1728957544.2799149,41
1728957544.4093637,43
1728957544.5347986,43
1728957544.6562185,41
1728957544.7821732,47
1728957544.9071324,57
1728957545.032094,57
1728957545.1575286,52
1728957545.2879813,53
1728957545.4159558,52
1728957545.546408,52
1728957545.667829,52
1728957545.7942674,44
1728957545.9257224,43
1728957546.051695,43
1728957546.179137,39
1728957546.3055754,40
1728957546.435023,38
1728957546.5607457,38
1728957546.688187,39
1728957546.8171453,35
1728957546.9491816,41
1728957547.0876606,36
1728957547.2140994,36
1728957547.3575969,21
1728957547.4830317,20
1728957547.6114767,9
1728957547.7218597,9
1728957547.8342488,9
1728957547.9632244,16
1728957548.073607,16
1728957548.1859972,16
1728957548.2983866,10
1728957548.4087691,10
1728957548.5411863,16
1728957548.6636105,13
1728957548.793579,22
1728957548.9230273,22
1728957549.061549,33
1728957549.1940084,50
1728957549.317435,52
1728957549.4418664,52
1728957549.5632877,53
1728957549.6746736,52
1728957549.8181715,53
1728957549.9471467,53
1728957550.0735846,44
1728957550.2010262,49
1728957550.3274655,40
1728957550.45591,40
1728957550.584355,35
1728957550.7097902,45
1728957550.8372324,47
1728957550.9666805,47
1728957551.0951252,41
1728957551.2235706,38
1728957551.3500085,46
1728957551.4754431,46
1728957551.602885,43
1728957551.732334,49
1728957551.8617823,44
1728957551.9862137,44
1728957552.0975995,34
1728957552.2099895,39
1728957552.322379,39
1728957552.4357724,40
1728957552.563214,48
1728957552.6866422,48
1728957552.8080623,48
1728957552.9334974,51
1728957553.0579276,57
1728957553.18838,57
1728957553.312812,51
1728957553.4412568,51
1728957553.5686984,55
1728957553.69614,55
1728957553.8215754,50
1728957553.9500206,42
1728957554.078465,49
1728957554.2089176,49
1728957554.3343525,58
1728957554.4728324,43
1728957554.5882316,44
1728957554.7156742,44
1728957554.8451226,46
1728957554.9861636,38
1728957555.112602,35
1728957555.2410479,49
1728957555.3674855,49
1728957555.5094976,41
1728957555.6349325,52
1728957555.7623744,46
1728957555.890819,46
1728957556.016809,43
1728957556.1482637,55
1728957556.2726958,49
1728957556.4051545,49
1728957556.5325956,34
1728957556.659034,47
1728957556.790014,40
1728957556.9154487,40
1728957557.0394073,40
1728957557.17287,38
1728957557.298304,45
1728957557.4247425,45
1728957557.5531876,55
1728957557.6806293,49
1728957557.8100786,54
1728957557.9565854,41
1728957558.0755312,41
1728957558.2059834,42
1728957558.3304152,39
1728957558.459864,47
1728957558.582288,47
1728957558.7097292,41
1728957558.8377051,50
1728957558.971168,44
1728957559.0936868,44
1728957559.2211287,28
1728957559.3495731,10
1728957559.4780183,11
1728957559.604457,11
1728957559.731898,8
1728957559.8613477,13
1728957559.9853008,31
1728957560.1122727,31
1728957560.225666,8
1728957560.3530488,20
1728957560.480038,20
1728957560.591424,23
1728957560.7048178,18
1728957560.8297777,18
1728957560.942167,57
1728957561.0551107,37
1728957561.1815484,49
1728957561.2939386,49
1728957561.4063275,47
1728957561.5337691,39
1728957561.6592038,39
1728957561.773601,34
1728957561.900039,40
1728957562.0119548,36
1728957562.1393967,36
1728957562.271856,35
1728957562.3962867,41
1728957562.5377772,41
1728957562.6642158,47
1728957562.791182,40
1728957562.9176202,37
1728957563.0475893,41
1728957563.1730242,41
1728957563.3004658,35
1728957563.4299147,38
1728957563.5583599,38
1728957563.6868045,38
1728957563.831306,35
1728957563.940685,42
1728957564.0686836,42
1728957564.1961255,42
1728957564.3235674,37
1728957564.4500055,41
1728957564.5824645,40
1728957564.7109096,40
1728957564.8579404,35
1728957564.9820807,43
1728957565.1071305,65
1728957565.2325654,65
1728957565.3569968,70
1728957565.4699147,45
1728957565.596353,45
1728957565.7268052,41
1728957565.8522398,44
1728957565.9786782,20
1728957566.104643,20
1728957566.2150257,15
1728957566.3434706,12
1728957566.4689054,19
1728957566.5963469,19
1728957566.722785,16
1728957566.8497422,15
1728957566.977184,23
1728957567.103143,23
1728957567.229581,15
1728957567.360033,13
1728957567.4914882,14
1728957567.6309717,24
1728957567.7554035,24
1728957567.875821,17
1728957568.000252,15
1728957568.1111681,14
1728957568.2215512,14
1728957568.3459816,12
1728957568.4694092,13
1728957568.5828028,13
1728957568.705227,14
1728957568.8301997,13
1728957568.9566386,13
1728957569.078682,9
1728957569.2041159,7
1728957569.3305547,6
1728957569.4589994,6
1728957569.5814235,4
1728957569.703848,5
1728957569.8322937,4
1728957569.95733,4
1728957570.0853212,3
1728957570.2117593,5
1728957570.3371942,6
1728957570.4601686,6
1728957570.5713441,10
1728957570.696779,6
1728957570.8081653,11
1728957570.9331186,11
1728957571.0455081,15
1728957571.1644557,16
1728957571.280859,16
1728957571.4083009,20
1728957571.5357425,25
1728957571.6601737,22
1728957571.7906258,22
1728957571.9120388,17
1728957572.0394807,17
1728957572.1654682,16
1728957572.293913,16
1728957572.430386,13
1728957572.5789645,14
1728957572.7034464,13
1728957572.8259184,18
1728957572.9368412,18
1728957573.062276,22
1728957573.1897154,19
1728957573.3171568,19
1728957573.4456024,13
1728957573.5710366,14
1728957573.6994822,14
1728957573.8269238,23
1728957573.9583795,23
1728957574.0978627,19
1728957574.2088993,19
1728957574.337877,14
1728957574.4663222,14
1728957574.58975,12
1728957574.7171917,19
1728957574.8416204,20
1728957574.9676554,20
1728957575.0950973,14
1728957575.221075,13
1728957575.3615615,13
1728957575.4744747,13
1728957575.6009128,12
1728957575.7293582,16
1728957575.8578036,14
1728957575.9872522,14
1728957576.1156974,14
1728957576.2426767,12
1728957576.367108,15
1728957576.4945498,15
1728957576.6187875,13
1728957576.746229,11
1728957576.873198,14
1728957577.0006397,14
1728957577.1270778,14
1728957577.2500637,13
1728957577.3785088,16
1728957577.5049462,16
1728957577.633392,12
1728957577.7618372,5
1728957577.8882754,4
1728957578.01371,4
1728957578.1401484,4
1728957578.265125,3
1728957578.3915634,4
1728957578.5049565,4
1728957578.6323981,4
1728957578.7587283,5
1728957578.8865561,8
1728957578.997454,8
1728957579.1238923,5
1728957579.248855,11
1728957579.361242,13
1728957579.4856732,13
1728957579.5980628,14
1728957579.7265081,14
1728957579.8539498,15
1728957579.9799197,15
1728957580.091445,14
1728957580.2173898,14
1728957580.3317862,14
1728957580.4582243,13
1728957580.5836592,14
1728957580.710098,15
1728957580.8395462,15
1728957580.9675145,11
1728957581.0949564,13
1728957581.222926,13
1728957581.351371,13
1728957581.476806,13
1728957581.605251,13
1728957581.7326927,12
1728957581.8611379,12
1728957581.9885795,14
1728957582.1200354,12
1728957582.2480123,13
1728957582.3724432,13
1728957582.5008883,13
1728957582.6293335,12
1728957582.7567751,14
1728957582.8857448,13
1728957583.0111797,13
1728957583.138621,13
1728957583.2645872,13
1728957583.3900225,13
1728957583.519471,13
1728957583.6579506,14
1728957583.782382,12
1728957583.910827,13
1728957584.045293,13
1728957584.1717312,15
1728957584.294716,19
1728957584.4201505,16
1728957584.5495992,14
1728957584.673027,14
1728957584.7994652,14
1728957584.9274373,15
1728957585.0538754,13
1728957585.1813173,13
1728957585.3052843,13
1728957585.4302435,14
1728957585.5536716,6
1728957585.6821167,6
1728957585.8075514,4
1728957585.9349935,5
1728957586.064442,5
1728957586.1918836,5
1728957586.317851,5
1728957586.4442892,5
1728957586.5857797,5
1728957586.7132783,5
1728957586.836442,6
1728957586.963414,5
1728957587.0763106,7
1728957587.2027462,7
1728957587.328707,12
1728957587.4531384,14
1728957587.579074,14
1728957587.706013,14
1728957587.8309429,13
1728957587.9538684,14
1728957588.0777972,14
1728957588.2042327,14
1728957588.3302546,13
1728957588.455187,13
1728957588.5811234,14
1728957588.7080626,14
1728957588.8334978,13
1728957588.962464,14
1728957589.0894167,13
1728957589.2136307,13
1728957589.3385923,13
1728957589.465028,14
1728957589.5909636,13
1728957589.7158935,13
1728957589.8398228,13
1728957589.9657528,14
1728957590.087171,13
1728957590.2141101,13
1728957590.3390772,13
1728957590.4650126,13
1728957590.5889418,14
1728957590.7013316,14
1728957590.8282707,13
1728957590.9397023,14
1728957591.066138,14
1728957591.192074,13
1728957591.318541,17
1728957591.4489903,15
1728957591.5759296,13
1728957591.700361,13
1728957591.829307,13
1728957591.9537382,14
1728957592.0826843,14
1728957592.207616,14
1728957592.3330872,12
1728957592.462044,14
1728957592.586528,13
1728957592.7159708,13
1728957592.841907,13
1728957592.9683657,14
1728957593.094801,13
1728957593.222741,13
1728957593.3466985,13
1728957593.4741404,14
1728957593.6030874,7
1728957593.7270138,7
1728957593.8559601,4
1728957593.9798887,4
1728957594.1093347,5
1728957594.2347684,5
1728957594.3607044,4
1728957594.4881432,4
1728957594.6145802,4
1728957594.7420192,4
1728957594.8671052,4
1728957594.993052,4
1728957595.1189876,6
1728957595.2464287,6
1728957595.3723962,13
1728957595.4983535,12
1728957595.6267984,14
1728957595.7391884,14
1728957595.851578,13
1728957595.9800231,12
1728957596.107465,13
1728957596.2188504,13
1728957596.34733,14
1728957596.4737682,13
1728957596.60121,13
1728957596.7266445,13
1728957596.8530827,13
1728957596.9790442,14
1728957597.1074896,14
1728957597.2329242,14
1728957597.344845,13
1728957597.4712837,14
1728957597.5866828,14
1728957597.714125,13
1728957597.8435712,14
1728957597.9659927,14
1728957598.0904236,14
1728957598.218869,12
1728957598.344302,14
1728957598.4692554,14
1728957598.596277,14
1728957598.7222903,13
1728957598.849239,13
1728957598.9762053,15
1728957599.1010559,15
1728957599.2300005,13
1728957599.3564386,14
1728957599.4854133,15
1728957599.6108477,13
1728957599.7357821,13
1728957599.864227,12
1728957599.991197,14
1728957600.117635,15
1728957600.2450764,15
1728957600.3750675,12
1728957600.5025089,13
1728957600.6289473,14
1728957600.7563891,14
1728957600.8838305,13
1728957601.009307,15
1728957601.137751,14
1728957601.2672005,14
1728957601.3931682,12
1728957601.518603,15
1728957601.6470487,8
1728957601.7775006,8
1728957601.9024317,5
1728957602.0278664,5
1728957602.1713636,5
1728957602.2837508,5
1728957602.410718,5
